DrugBank ID,bit_0,bit_1,bit_2,bit_3,bit_4,bit_5,bit_6,bit_7,bit_8,bit_9,bit_10,bit_11,bit_12,bit_13,bit_14,bit_15,bit_16,bit_17,bit_18,bit_19,bit_20,bit_21,bit_22,bit_23,bit_24,bit_25,bit_26,bit_27,bit_28,bit_29,bit_30,bit_31,bit_32,bit_33,bit_34,bit_35,bit_36,bit_37,bit_38,bit_39,bit_40,bit_41,bit_42,bit_43,bit_44,bit_45,bit_46,bit_47,bit_48,bit_49,bit_50,bit_51,bit_52,bit_53,bit_54,bit_55,bit_56,bit_57,bit_58,bit_59,bit_60,bit_61,bit_62,bit_63,bit_64,bit_65,bit_66,bit_67,bit_68,bit_69,bit_70,bit_71,bit_72,bit_73,bit_74,bit_75,bit_76,bit_77,bit_78,bit_79,bit_80,bit_81,bit_82,bit_83,bit_84,bit_85,bit_86,bit_87,bit_88,bit_89,bit_90,bit_91,bit_92,bit_93,bit_94,bit_95,bit_96,bit_97,bit_98,bit_99
DB11737,-0.9674,0.1677,-0.9028,-0.9829,0.2298,-0.0993,-0.0903,0.3111,-0.5979,-0.2348,-0.418,-0.1786,-0.188,0.4543,0.2864,-0.3397,0.1643,-0.2331,1.1319,-0.1781,0.0262,-0.1348,-0.0792,0.7558,-0.355,0.9475,0.5315,0.0467,0.7434,-0.9508,0.162,0.3038,-1.174,-0.1032,-0.1579,-0.4337,-0.1999,0.0987,-0.8872,0.4426,0.6425,-0.1895,-0.0931,0.4051,0.5915,0.7007,-0.2235,0.3329,0.9838,-0.7858,0.6673,-0.0038,-0.3338,-0.119,0.7525,-0.3203,-0.677,-0.2783,-0.6902,-0.0761,-0.8674,0.0536,0.2518,0.1246,0.4442,0.5586,-0.0737,0.2874,0.7599,-0.1414,-0.4184,0.3468,0.0582,-0.1938,-0.4555,-0.0119,0.5886,0.3364,0.0826,0.2886,0.5514,0.4121,0.0109,-0.2464,-0.341,0.5701,0.1904,0.2343,-0.6881,0.199,-0.1152,-0.5142,-0.2892,-0.5697,0.1556,-0.8812,-0.2422,0.3108,-0.0308,0.306
DB11817,-0.1478,0.3924,-0.539,-0.4205,0.8906,0.5334,0.0772,-0.4073,-0.163,-1.2103,-0.6911,0.3121,0.246,0.1075,0.4901,0.475,-0.5491,-0.0389,-0.0359,0.22,-0.0207,-0.5296,0.2566,-0.0895,0.033,0.2163,0.9411,0.5766,-0.0121,-0.4728,0.7286,-0.1062,-0.2815,-0.5216,0.365,0.4499,-0.0457,0.3244,-0.285,0.5368,-0.5315,-0.2844,0.0584,-0.7654,-0.3996,0.2232,0.0677,-0.4168,0.6953,-1.1749,-0.0437,-0.3725,-0.8804,-0.1909,-0.5846,-0.7157,0.4795,-0.1184,-0.6763,-0.3105,-0.1359,-0.4596,-0.01,0.0875,0.3986,-0.5714,0.0822,-0.8462,0.2825,-0.0048,0.5019,0.0614,0.7354,0.5087,-0.4341,-0.5229,0.2192,-0.1698,-0.2334,0.0023,-0.3903,-0.3055,-0.4801,-0.3356,-0.8399,0.1944,-0.2569,-0.2737,-0.1981,0.091,0.3533,-0.7694,-0.8979,-0.2105,-0.1006,-0.4,0.156,-0.5441,-0.0519,-0.4907
DB11828,-0.976,1.7905,-0.5045,-1.9235,0.0896,-1.4173,0.6533,0.0034,0.4229,-0.282,0.0876,0.4231,-0.198,-0.8306,0.7859,-0.7693,0.3604,0.3224,0.9613,-0.945,0.5525,-0.0939,-0.3337,0.5524,-0.6318,0.4038,0.4939,0.2116,0.9673,-1.0547,0.6828,-0.1658,-1.1004,0.0289,0.7857,-0.5214,0.2512,0.2382,-0.7765,0.6117,0.2038,0.3887,-0.7755,-0.5546,0.5851,-0.0938,-0.3102,-0.677,0.0954,-0.5614,1.3705,-1.2357,-0.054,-0.0862,-0.4782,-0.5802,0.1093,-0.1266,0.2758,0.4423,-0.0717,-0.6089,0.0128,0.3434,-0.3993,1.4936,-0.3521,0.097,0.5299,-0.0809,-1.0509,0.1267,-0.3109,-0.3476,0.1513,0.0725,-0.5608,-0.2411,0.7265,0.431,-0.5824,-0.2834,-0.3336,-0.0234,-0.471,-0.6056,0.3688,0.3034,-0.4622,0.6762,-0.0898,0.2133,0.3081,-0.4621,0.8263,0.3439,-0.9135,0.511,-0.2754,-0.0057
DB11915,1.1764,0.2268,0.2048,-1.1218,-0.1281,0.5105,-1.568,0.2878,0.1713,0.8119,0.2098,0.0651,0.2451,-0.9159,-0.9783,-0.1014,0.6097,1.4867,-0.1584,0.2377,-0.2901,-0.735,-0.1134,0.1148,0.6049,0.7069,-0.2615,-0.7646,-0.5623,-0.0484,0.1342,0.3254,-0.479,0.2053,1.0165,0.9692,-0.2698,0.0685,0.4154,-0.0033,-0.123,-0.1084,0.0636,0.6084,-0.5372,0.1785,0.1157,-0.1984,-0.0703,0.3015,-0.1247,-0.3669,-0.3091,0.1935,-0.1767,-0.2462,0.0379,0.4757,0.4866,0.1287,-0.5992,-0.1016,-0.1924,-0.0585,-0.5322,0.1637,0.0573,-0.0656,0.4671,-0.1722,-0.1348,0.3104,-0.0951,-0.2057,-0.2056,-0.0121,-0.0588,-0.4513,-0.0205,-0.6426,0.526,-0.0657,0.3145,0.2718,-0.3288,-0.1923,0.0931,-0.1602,-0.0854,0.181,-0.4011,-0.2525,-0.1541,0.1902,-0.6383,0.5499,-0.0886,0.3455,-0.5647,-0.2234
DB11921,2.6833,-1.8522,-0.2318,-0.3854,-0.1143,-1.2116,1.0158,-0.7085,0.8174,-1.1276,0.3236,-0.5065,-0.6683,0.5074,-0.6681,0.2167,0.2241,1.0458,0.2364,0.804,0.1717,0.538,0.1292,-0.4873,-0.0887,0.1869,0.1524,0.5323,-0.3329,0.1929,-0.272,0.4828,-0.1575,-0.7362,-0.1818,0.4191,-0.3447,-0.1283,-0.495,0.1865,-0.1008,0.0182,-1.178,-0.0589,0.5973,0.0967,-0.0209,0.8392,-0.1263,-0.8598,-0.3173,0.8901,0.2149,0.8374,1.1073,-0.0738,-0.0689,0.024,0.0199,0.0494,-0.2643,0.0511,0.1699,0.0912,-0.3428,0.4845,-0.1959,-0.3736,-0.0443,0.6322,0.0947,0.0429,0.3573,-0.4845,0.254,-0.1524,-0.5258,0.2619,0.4195,-0.1745,0.0311,-0.4725,0.1138,0.2377,-0.2851,-0.0234,0.1907,-0.0952,0.2193,0.2094,0.3073,0.6376,0.1241,-0.0366,0.4575,0.3956,-0.0938,-0.945,0.1776,-0.1288
DB11943,0.8941,0.0842,-1.1492,0.1238,1.603,0.5515,0.73,-1.1881,0.573,1.2847,0.5451,-0.462,0.3914,-0.5438,-0.9496,-1.4274,0.5142,-0.4386,-0.6627,0.3005,-0.9496,-0.9049,0.1547,0.2777,0.3607,-0.1415,-0.4646,0.0081,-0.0601,-1.0898,0.0028,-0.1592,0.8207,0.3752,-0.0172,-0.494,-0.2656,0.1082,0.7908,0.0117,-0.0832,1.0244,0.262,0.1848,0.1718,-0.0511,0.0553,0.2681,0.5264,-0.1541,-0.5076,0.2249,-0.5705,0.1059,0.1083,0.6768,-0.2545,-0.3515,-0.2699,0.0725,0.1176,-0.0147,0.0935,-0.0131,0.2692,0.5294,0.1201,0.0232,-0.352,0.102,0.2591,-0.2326,-0.1348,0.0101,-0.2372,-0.0916,-0.2628,-0.2538,0.2149,0.1365,0.0592,-0.6566,0.3411,-0.2939,0.1853,0.1911,0.0996,-0.3137,0.1211,-0.2077,0.0386,0.426,-0.3379,0.284,0.0032,-0.0349,0.0942,0.2581,0.1234,0.4285
DB11989,-0.6793,1.1821,0.4277,0.8279,0.5014,-0.532,0.055,-0.5165,0.2203,-0.5212,-0.7468,-0.2637,-0.5457,0.1566,-0.396,0.1211,-0.1421,-0.4448,0.1039,-0.1804,0.3919,-0.0119,-0.2749,0.709,-0.0084,0.3735,0.203,-0.2024,0.6853,0.3915,-0.3178,0.2295,0.6191,-0.1217,1.7912,-0.531,0.4084,-0.041,0.4587,0.0816,0.0709,0.2341,-0.3759,0.2086,0.0486,0.2432,-0.5739,0.1757,-0.0349,0.0203,0.0603,0.472,-0.3156,0.3801,-0.3911,0.0333,0.0211,-0.1312,-0.2755,0.0543,0.1099,-0.0403,-0.1813,0.0855,0.5471,0.3038,0.3706,0.1827,0.2186,-0.108,-0.178,0.194,-0.4537,-0.1591,0.4385,0.1236,-0.1956,-0.441,-0.6113,0.4296,-0.3052,0.0334,0.7556,-0.0922,0.1685,0.0722,0.2525,0.0038,-0.2431,0.1519,-0.038,0.2604,-0.2894,0.194,0.0674,-0.4019,0.1973,-0.0506,0.6467,-0.1723
DB12001,-0.3436,1.0178,-1.0121,-0.8299,0.3825,0.6969,0.1849,-0.3216,-0.061,-1.1339,1.2011,-0.4911,0.7449,0.413,0.067,0.3444,-0.0772,-0.7305,-0.6971,0.8448,0.7505,0.1388,0.145,0.4164,-0.0294,0.0605,0.6492,-0.0877,-0.2773,-0.9128,1.0076,0.0639,0.4496,0.3987,0.4055,-0.1845,-0.6591,-0.1777,-0.0122,-0.3094,0.1777,-0.2044,0.4554,-0.5006,0.1167,0.0516,0.1745,0.0302,0.3617,0.2737,-0.2092,-0.1126,-0.264,0.1019,0.1292,-0.3359,-0.1334,0.4049,-0.0847,0.1434,-0.4798,-0.0513,-0.2621,0.2179,-0.0065,-0.5925,-0.9443,0.2339,0.2484,0.5981,-0.0159,0.5026,-0.4209,0.2256,0.137,0.4082,-0.4994,0.1336,-0.3164,-0.2994,0.0222,0.0479,0.2487,-0.4501,-0.5837,-0.6471,0.3525,-0.5422,-0.6042,0.1158,-0.2126,0.4119,-0.2711,-0.4712,-0.6933,0.2815,0.2546,0.113,0.1704,0.472
DB12026,2.6072,0.6463,-0.3435,-1.9123,0.2706,-0.2958,-0.0858,-0.6011,-0.5216,-0.7503,0.4744,-1.2245,0.2641,-0.6473,0.7415,0.9641,0.3376,-1.5078,-0.0014,-0.2924,-0.4278,-0.115,1.7307,-0.277,1.8342,-0.2267,-0.3923,0.8463,-0.455,0.8575,0.2732,-0.1161,0.1913,-0.175,-0.7106,0.4398,0.763,-0.4955,-0.5165,-0.897,-0.8451,0.9935,0.4581,0.4738,-0.8118,1.4061,-0.5694,0.1812,1.5012,-1.0767,1.3831,0.7942,-0.225,0.7067,-0.7783,-0.4007,0.0379,0.9669,0.2454,-0.6854,-0.4551,0.1127,0.1095,1.7324,-0.4617,0.0524,0.0905,0.767,0.6367,-0.4096,0.2184,-0.3177,-0.4082,0.012,-0.1268,0.1884,0.1943,-1.1282,0.8359,-1.1766,0.0926,0.2886,-0.3992,0.1966,0.261,0.6735,-0.4719,0.5731,0.1374,0.1422,0.0509,-0.1173,0.7232,0.084,0.2266,0.1742,0.2484,0.0729,0.3727,1.0102
DB12070,0.4669,1.2248,-0.8692,-0.9688,0.2734,-0.691,-0.6282,-0.0888,0.8786,0.8716,0.6408,-0.4695,0.4588,-0.4407,-0.8537,-0.6757,0.7433,-0.4713,0.7076,-0.172,0.505,-0.2314,0.5797,-0.0878,0.6441,-1.1206,0.0326,-0.4475,-0.0984,-0.5718,-0.111,-0.0462,0.3627,0.1288,0.2467,0.3655,0.7894,0.2714,0.2167,-0.742,-0.5556,0.0357,0.5433,0.2255,-0.4511,0.771,0.1881,0.6859,0.1221,0.6068,-0.1079,0.3951,0.325,-0.4465,0.6691,0.1854,0.1273,0.2942,0.2768,-0.2997,-0.7411,-0.0164,0.8511,0.1631,0.3953,-0.9526,0.773,-0.7134,0.3935,0.481,0.2457,0.4209,-0.0305,0.2817,-0.6071,0.1159,-0.5794,0.2181,0.3563,0.0341,0.0626,0.0971,0.1164,0.7728,0.463,-0.3329,0.0426,-0.0418,0.0812,0.5041,-0.184,-0.903,0.3491,-0.3092,-0.1985,0.0558,-0.8992,-0.0143,-0.2681,-0.4325
DB12161,0.6281,-0.0267,-0.4951,-0.4204,-0.2841,0.8258,-1.4415,0.6548,-0.5415,0.2212,0.3807,0.2669,1.1187,-0.6543,-0.6537,0.1976,0.2506,1.2473,-0.1322,0.0931,-0.6435,-0.3931,0.0385,0.0682,0.5604,0.2145,-0.3375,-0.8004,0.046,0.1797,0.0289,0.0994,-0.3694,0.432,0.807,0.3968,-0.3102,0.3208,0.2146,0.0337,-0.0936,0.0045,-0.3635,0.9175,-0.7231,0.2272,0.2224,0.0587,-0.1418,0.2615,-0.3846,-0.4044,-0.0405,0.1974,-0.2354,0.3148,0.0307,0.5967,0.4808,0.3399,-0.3305,-0.2245,-0.0538,0.1693,-0.3731,0.2483,-0.5645,-0.0266,0.1841,0.1502,-0.6617,0.3245,0.0547,-0.1853,-0.451,-0.2257,-0.0896,-0.0231,-0.1909,-0.3912,0.169,0.0658,0.2621,0.2459,-0.3336,-0.5524,-0.0167,-0.6653,0.0358,0.0755,-0.4353,-0.0136,-0.3179,-0.1951,-0.3105,0.8669,-0.4851,0.066,-0.2478,-0.0085
DB12267,0.3115,1.3894,-2.2213,-1.1049,0.3626,-0.1126,-0.4835,0.3023,-0.0195,0.0169,-0.1679,-0.2643,-0.8997,-0.498,-0.1314,0.0503,0.2375,0.7097,0.0743,-0.5384,-0.3161,-0.2422,-0.1716,0.5391,-0.0452,-0.3155,0.4747,-0.4846,0.5063,-0.2233,0.0199,-1.1171,-0.1565,0.7117,0.1962,-0.2979,-0.573,0.3025,0.1724,-1.012,0.4646,-0.074,0.0885,0.2978,0.9847,-0.0761,-0.2265,-0.4101,-0.0969,0.2926,-0.0382,-0.4207,0.1051,-0.0121,0.0417,0.0845,0.4524,0.2279,0.2182,-0.6564,-0.676,-0.4754,0.458,-0.7469,-0.3628,-0.0602,0.1244,-0.0477,0.6974,0.0341,0.1576,-0.0601,0.0421,-0.1405,-0.229,0.6907,-0.3182,0.3671,-0.2259,-0.082,-0.3583,-0.4134,-0.5307,-0.1844,-0.0897,-0.0868,0.1978,0.0252,0.7884,-0.2051,0.7363,0.6167,0.1359,0.0985,0.0493,0.6224,-0.7246,-0.0223,0.1616,-0.3462
DB12278,0.2988,0.8126,-0.3309,0.658,-0.5455,-0.4799,-1.2535,0.5147,1.3973,0.2514,0.0094,-0.5445,-0.0689,0.0335,0.0504,-0.0729,-0.5655,-0.1658,0.4059,0.1542,-0.2195,0.0439,0.1827,-0.496,-0.5906,-0.7299,0.4114,0.1668,-0.1019,0.3255,-0.5885,-0.3634,0.0676,0.3732,0.0556,0.466,-0.3061,0.0487,0.2511,0.3029,0.1033,-0.0338,0.1414,-0.2585,0.0222,-0.0177,-0.6998,-0.0442,-0.2962,-0.0395,-0.0068,0.1964,0.1677,-0.2068,-0.028,-0.2968,0.2682,-0.0957,0.1441,-0.0138,-0.1716,0.1657,0.0146,-0.1676,0.1766,0.1352,-0.5954,0.2757,0.036,-0.0261,0.0895,-0.1074,0.0269,-0.0302,-0.2102,-0.2917,-0.0723,0.3107,0.0687,-0.0597,0.055,0.1287,-0.2574,-0.0676,-0.3476,-0.1379,-0.0413,0.2565,0.2713,0.454,0.0976,0.1721,0.0122,0.3003,0.0579,-0.243,-0.1439,-0.0986,0.0161,-0.1917
DB12332,-0.3465,0.2171,-0.7069,-0.5715,0.0195,0.2519,0.4848,-0.7917,-0.1382,-0.2747,-0.4213,-0.015,1.2148,0.5457,-0.4897,0.9225,-0.5412,-0.7189,0.6292,0.1459,0.2132,0.0499,0.4392,0.5612,-0.4382,0.064,-0.3075,-0.5792,-0.3601,0.8886,1.2873,0.7604,-0.3008,-0.0729,0.0841,0.3947,0.1057,-0.367,0.1873,0.4634,0.2861,-0.5309,-0.4358,0.1835,-0.0002,-0.3084,0.4487,0.1041,-0.4629,-0.3014,-0.1405,-0.0283,-0.4684,-0.3894,-0.346,-0.0984,0.1504,-0.0907,0.2143,0.866,0.1798,-0.5933,-0.3399,-0.1826,0.0928,0.0979,-0.083,0.4674,-0.0208,0.263,-0.3738,0.3602,0.0983,0.2929,0.1968,-0.3387,-0.3073,-0.3786,-0.8526,-0.2511,-0.083,0.0011,0.2805,-0.2951,0.4438,-0.2285,-0.0189,-0.565,0.6218,-0.2003,0.0663,0.0257,-0.15,-0.1494,0.2574,-0.0027,0.1483,-0.2571,0.7978,-0.1282
DB12483,0.4252,1.3299,-0.6169,-1.3364,1.3095,-0.0506,-0.964,0.1875,1.2957,-0.3851,0.2993,0.9385,-0.5522,0.5832,-0.0501,-0.5843,0.4291,0.5747,-0.0334,-0.4726,0.2765,-0.0953,-0.1433,-0.4012,-0.5016,0.18,0.1441,-0.9637,1.0557,-0.2608,0.4834,-0.3818,-0.0716,-0.3964,-0.5584,-0.3118,-0.7915,-0.3963,-0.6483,0.3964,0.5254,-0.234,-0.1689,0.6465,1.1414,0.3225,-0.1368,-0.0505,-0.0454,0.2033,0.5594,-0.3713,-0.9385,-0.4617,0.1578,-0.2112,-0.5799,-0.1208,0.1133,0.2687,0.0776,0.2003,-0.274,0.8085,0.3415,-0.2688,0.4071,-0.382,0.2342,-0.3455,0.1248,-0.7538,0.2547,-0.2577,0.3118,0.2367,-0.223,-0.1763,0.4009,0.4384,0.4739,0.064,-0.016,0.1945,0.4182,0.1209,-0.2033,-0.3411,0.1021,-0.3187,0.492,0.6584,0.0088,0.4919,-0.5928,-0.1036,0.4501,-0.0569,0.076,0.3799
DB12532,-0.9486,0.3772,0.825,0.5288,-0.9122,-1.0268,0.2264,0.2228,1.0387,-0.4362,-0.1509,0.1532,0.1196,0.3691,0.3519,-0.4208,0.5938,-0.8025,0.1946,0.5298,-0.2704,-0.1203,0.308,0.1132,-0.0447,-0.2888,-0.3835,0.3817,0.3167,0.3227,-0.2778,0.2218,0.0869,0.0848,0.2679,0.3889,-0.3439,0.0407,-0.0682,-0.0401,-0.1456,0.2467,0.426,-0.142,-0.0003,-0.3354,-0.302,-0.2014,-0.2478,0.5683,0.1797,-0.4368,-0.2981,0.1368,-0.3807,0.0241,-0.4743,-0.2232,0.0487,-0.0532,-0.0788,0.4123,-0.0207,0.0766,0.2166,0.528,-0.2447,0.1238,-0.0352,-0.2073,0.2883,0.2661,0.3558,0.1273,-0.3415,0.3502,0.3098,0.139,-0.2043,-0.1274,0.1245,-0.0221,-0.0064,0.0906,0.3377,0.0464,0.167,0.019,-0.0862,0.272,0.3345,-0.2438,0.0266,-0.1115,0.1006,-0.1148,-0.0846,-0.2789,0.2547,-0.127
DB12598,-0.1712,0.1853,0.5966,-0.8382,0.7375,-0.5596,-0.1492,-0.287,0.159,0.767,0.3119,0.151,-0.6997,0.5383,-0.0113,-0.3983,-0.1106,-0.0204,0.1074,-0.2701,0.2139,-0.2174,0.2938,-0.1268,0.043,0.2922,-0.4931,-0.4666,-0.9935,0.045,0.4128,0.9439,-0.3862,-0.0305,-1.0657,-0.7347,0.146,0.2227,-0.0534,0.0976,-0.0621,0.4815,-0.2718,0.486,-0.574,-0.1758,-0.1235,0.2215,-0.0342,-0.6236,-0.1357,-0.204,0.4706,-0.0564,-0.4806,0.1517,0.0204,-0.5809,-0.2956,0.3426,0.2264,0.1864,0.7083,-0.3754,-0.1626,0.0884,-0.5008,0.0481,0.5681,-0.0211,-0.1687,-0.2317,0.0888,-0.229,0.3444,0.1183,-0.2852,-0.0733,0.1445,0.2161,-0.2354,-0.1379,-0.1283,0.1065,-0.0464,-0.1967,0.4677,0.1847,-0.0905,0.1742,0.0249,0.5718,-0.2776,-0.5377,0.1027,0.1253,-0.1946,-0.1371,0.169,-0.0903
DB13025,-0.4621,0.2501,0.6414,-1.9111,0.2857,-1.1706,-0.5036,-0.5755,0.5027,0.0551,-0.1933,1.3974,-0.2223,-0.1273,0.7835,0.5725,0.6372,-0.1896,-0.1871,0.3866,-0.6606,-0.5063,-0.12,0.5283,0.2069,-0.097,0.052,0.0424,1.1411,0.3588,-0.156,-0.4412,0.5355,0.4036,0.3176,-0.1034,0.4991,0.0018,-0.4562,0.1632,-0.8421,-0.4851,0.9069,0.9216,0.0323,-0.3764,0.1335,0.3051,-0.4281,0.7103,0.2534,-0.1862,0.1654,0.1617,0.134,0.269,0.33,0.669,-0.0001,-0.2138,0.3366,0.4304,0.0677,-0.0628,0.2621,0.1393,0.2527,-0.0929,-0.2679,0.6749,0.3662,-0.0342,0.4905,0.1176,-0.0065,0.2566,-0.0977,-0.1322,-0.0604,-0.4607,0.096,0.2186,-0.0884,0.1631,0.0671,0.193,-0.0636,-0.2835,0.0081,0.179,0.2188,0.1169,-0.434,0.2048,-0.2148,-0.0389,-0.1016,-0.2826,-0.0938,-0.3714
DB13139,-1.2267,-0.0128,1.015,-0.6226,-0.2897,0.1207,0.0883,-0.0652,-1.6726,0.6342,1.3007,-0.0451,0.6953,1.4528,0.063,0.0895,-0.0304,0.2172,0.386,0.1189,0.0866,-0.2891,0.4412,-0.1402,-0.1248,-0.2288,-0.5667,0.8329,-0.1511,0.5736,-0.3652,-0.6244,-0.055,-0.154,0.3146,-0.5619,-0.979,-0.5579,0.1461,0.3916,-0.3727,0.4866,-0.3205,0.2585,-0.2739,-0.2391,-0.6373,-0.0744,-0.6264,-0.3463,0.0956,0.2738,-0.0034,-0.1525,-0.3405,0.0527,-0.0141,-0.4717,0.1251,-0.2108,0.4564,0.0838,0.0284,0.0617,-0.3116,-0.3394,-0.1043,-0.2014,-0.0813,-0.1209,-0.153,0.1837,0.3045,0.3724,-0.0436,-0.1838,0.2339,0.4937,-0.0279,0.0051,-0.2496,-0.5625,-0.0627,0.2292,0.2602,0.1189,0.1957,0.3389,-0.1542,0.3743,-0.036,0.1918,0.093,0.1648,-0.0211,-0.0459,0.098,-0.1946,0.2222,-0.1078
DB13142,0.4008,-1.0065,1.6133,-0.3932,1.239,0.8563,0.5643,1.5814,0.4346,0.7443,-0.0727,-0.5494,-0.7472,0.6959,-0.6577,-0.0548,-0.3245,-0.2278,-0.049,0.1313,0.3516,-0.3882,-0.9134,-0.3659,0.0928,-0.2445,-0.3879,-0.0893,0.4209,0.2315,0.4522,-0.6854,-0.1866,0.3491,-0.0384,0.3142,-0.0781,-0.0549,-0.12,-0.1803,-0.2816,0.3253,0.3224,0.1946,0.0598,-0.4628,-0.2219,0.1722,0.0272,-0.1314,-0.2451,-0.3652,0.6171,0.1922,0.3118,0.5019,0.0063,-0.2029,-0.2192,0.0844,0.3171,-0.3028,0.3182,0.4341,0.187,0.3015,-0.8037,-0.4515,-0.1109,-0.3174,-0.3469,0.1004,0.4035,0.3274,-0.5936,0.3192,0.076,0.1916,-0.4471,-0.1166,-0.1717,0.1644,0.1108,-0.1325,-0.2661,0.1057,-0.0467,0.1534,0.3197,0.1939,0.0421,-0.5761,0.2417,-0.1228,0.0528,-0.7917,-0.2633,0.0711,0.6511,0.2989
DB13145,-0.6482,-1.6067,-0.2944,0.3789,0.3483,0.5093,-0.1969,-0.0673,-0.2187,0.2202,-0.6187,0.0897,0.3345,-0.2205,-0.2639,0.0968,0.1969,0.1157,-0.1376,-0.1757,-0.3556,0.3611,0.1175,-0.1524,-0.0693,-0.256,-0.2873,-0.221,0.2527,0.1592,0.2858,0.0774,-0.3357,-0.505,-0.0838,-0.235,-0.0864,0.0066,-0.3414,-0.1671,0.2022,0.216,-0.2021,0.4377,0.0925,0.2564,-0.0004,0.1623,0.071,0.1058,-0.0181,0.1992,-0.0732,0.082,-0.0081,0.1249,-0.1932,0.0551,0.0469,-0.3188,-0.1418,0.0994,-0.1073,0.2871,0.0153,-0.0831,-0.1636,-0.2112,0.1677,0.1046,-0.2692,-0.0708,-0.0097,-0.1518,0.0856,0.1281,0.1389,0.0109,0.0123,-0.0758,0.166,0.0044,0.1843,0.018,-0.1913,0.0008,-0.2801,-0.2075,-0.105,0.1178,0.2023,-0.2239,0.1668,-0.0608,-0.0221,0.0571,-0.1086,-0.2437,0.0568,-0.2174
DB13146,0.069,-1.4473,0.5883,0.7408,0.3094,0.0138,-0.0577,-0.7531,0.4549,1.0229,-0.4042,-0.0797,-0.2453,-0.049,-0.1615,-0.3084,0.2099,0.1247,0.0446,-0.0464,0.2909,-0.3705,0.3989,-0.1367,-0.0436,-0.0067,0.2961,0.054,-0.5292,-0.0565,0.4307,0.0796,-0.0968,-0.2982,-0.0091,0.1259,0.1101,-0.063,-0.2439,-0.0875,0.0357,-0.1451,0.0071,-0.2802,0.1868,-0.26,-0.061,0.0813,0.1698,-0.1735,0.3158,-0.0719,-0.0219,0.0188,0.09,-0.2104,-0.0145,0.2442,-0.1489,0.0308,-0.1348,0.1922,-0.1689,0.0799,-0.0025,-0.1446,-0.1339,0.0843,-0.3062,-0.1671,-0.0224,0.2045,-0.1671,-0.3426,0.0829,-0.1351,0.1394,0.0696,-0.0141,0.1217,-0.2821,0.2135,0.2157,-0.1665,0.2516,-0.1474,0.2487,-0.1823,-0.177,-0.2115,-0.0618,0.1217,0.4537,-0.1132,0.0528,0.1097,0.011,0.2421,-0.0751,-0.1934
DB13153,0.2411,-1.2247,-0.0362,0.1864,-0.1302,0.2615,-0.7329,0.1105,-0.4193,-0.3439,0.5985,-0.286,-0.1455,-0.0601,0.2998,-0.011,0.1788,0.0254,1.1524,0.0597,0.1628,0.5522,0.0311,-0.2425,0.1793,-0.0079,-0.228,0.7222,-0.54,-0.29,-0.2126,0.4242,0.0482,-0.2751,-0.016,0.579,-0.3302,-0.6365,0.2854,-0.1213,-0.2161,-0.0666,0.0541,-0.2364,0.1284,-0.4238,-0.2958,-0.8634,-0.698,0.053,-0.2219,-0.4268,-0.3176,0.1393,0.1655,0.406,-0.1944,-0.1883,0.1981,0.3303,0.125,0.0844,-0.1293,-0.2041,0.5777,0.2105,0.3172,0.0215,0.1766,0.3798,0.2483,-0.085,0.1732,0.3904,0.2301,0.4164,-0.5584,0.1022,0.0757,0.0861,0.2371,-0.0102,-0.2798,0.1224,-0.1109,-0.5198,0.0496,0.5203,0.1428,-0.2269,-0.2653,0.511,-0.3574,-0.1881,-0.3342,-0.0743,-0.0673,-0.224,-0.1722,0.256
DB13158,2.2209,-1.8748,-0.6624,-0.1561,-0.5769,-0.9283,1.6345,-1.092,0.6882,-0.6317,1.404,-0.1103,-0.1809,0.8236,-0.713,0.9117,0.2793,0.2002,0.1067,0.3063,-0.534,0.1104,0.6646,0.6371,0.202,0.6535,0.0263,-0.458,-0.1951,-0.3425,-0.0237,-0.4296,-0.1885,0.1595,-0.1217,0.2126,-0.1496,0.2439,-0.0379,-0.1693,-0.0161,-0.1183,-0.1794,0.1772,0.0575,-0.0911,-0.1152,-0.0616,-0.3959,-0.0159,0.1304,-0.3538,0.7588,-0.1029,-0.3639,0.4129,0.5285,0.0815,-0.0501,-0.0194,-0.4309,-0.2815,-0.0141,-0.4747,-0.5189,0.3292,-0.054,-0.2989,-0.4157,-0.383,-0.0348,0.1317,-0.2215,0.1684,0.1576,0.1931,-0.1164,-0.0193,-0.2551,-0.4127,0.7484,0.7619,-0.2072,-0.3976,-0.5198,0.6778,-0.2946,0.2034,0.4861,0.308,-0.3022,0.2872,-0.2566,0.0564,-0.085,0.3837,0.1788,0.5505,-0.0348,-0.0034
